arrived_date,arrived_time,responsible_dept,supplier_of_the_container,direct_container_to_warehouse_date,direct_container_to_warehouse_time,container_arrived_to_warehouse_date,container_arrived_to_warehouse_time,status_direct_container_to_warehouse,loading_bay_in_date_warehouse,loading_bay_in_time_warehouse,status_loading_bay,reason_for_warehouse_waitting,finished_goods_loading_date,finished_goods_loading_time,finished_goods_complete_date,finished_goods_complete_time,status_finished_goods_loading,reasons_for_finsihed_goods_loading_delay,documentation_process_date,documentation_process_time,status_documentation_process,departure_from_plant_date,departure_from_plant_time,reason_for_document_clearing_delays,shipment_unloading_date,shipment_unloading_time,reason_for_unloading_delays,total_Shipment_duration,total_duration_whole_process
12/5/2020,11.2,Medical,LANKA FEIGHTERS,12/5/2020,11.3,12/5/2020,11.4,Yes,12/5/2020,12.3,Yes,Early Arrival,12/5/2020,15.15,11/5/2020,16.3,No,Shipment Loading Plan Pending,16-05-20,18,No,16-05-20,18.15,cargo ready delay,16-05-20,20.48,Vessel delays / omitted,4,105.28
12/5/2020,10,Industrial,IWS HOLDINGS,12/5/2020,10.1,12/5/2020,10.1,Yes,12/5/2020,10.15,Yes,Early Arrival,12/5/2020,11,12/5/2020,15,No,Changin shipping instructions,11/5/2020,16.3,No,11/5/2020,16.33,EARLY BOOKING,16-05-20,20.42,Vessel delays / omitted,4,58.42
12/5/2020,11.15,Medical,LANKA FEIGHTERS,12/5/2020,11.2,12/5/2020,11.25,Yes,12/5/2020,11.25,Yes,Early Arrival,12/5/2020,12,12/5/2020,14,Yes,Changin shipping instructions,16-05-20,18,No,16-05-20,18,cargo ready delay,16-05-20,20.08,Vessel FCL opening delays,4,104.93
12/5/2020,15.3,Industrial,IWS HOLDINGS,12/5/2020,15.3,12/5/2020,15.4,Yes,11/5/2020,12,No,Early Arrival,11/5/2020,12,11/5/2020,13.3,Yes,Befor container F/G short,15-05-20,18,No,15-05-20,17.42,cargo ready delay,16-05-20,23.15,Vessel FCL opening delays,4,79.85
13-05-20,14.09,Industrial,LANKA FEIGHTERS,13-05-20,14.16,13-05-20,14.2,Yes,13-05-20,15,Yes,Finish Goods in IR WH,13-05-20,10.3,13-05-20,12.3,No,Early Arrival,15-05-20,12.5,No,15-05-20,13.12,EARLY BOOKING,15-05-20,20.4,Vessel issue,2,
13-05-20,9.2,Industrial,LANKA FEIGHTERS,13-05-20,9.35,13-05-20,10,Yes,13-05-20,10.25,Yes,Carton Missing at WH,13-05-20,11,13-05-20,16,No,Early Arrival,13-05-20,15.4,No,13-05-20,15.37,port opn delay,16-05-20,6.4,Vessel FCL opening delays,3,
13-05-20,10.4,Medical,LANKA FEIGHTERS,13-05-20,10.45,13-05-20,11,Yes,13-05-20,10.5,Yes,Finish Goods in IR WH,13-05-20,11,13-05-20,11.3,Yes,Finish Goods in IR WH,13-05-20,13.4,Yes,13-05-20,14.57,cargo delays,16-05-20,20.1,Vessel FCL opening delays,3,
13-05-20,13.1,Medical,LANKA FEIGHTERS,13-05-20,13.2,13-05-20,13.3,Yes,13-05-20,13.3,Yes,Carton Missing at WH,13-05-20,18.3,13-05-20,22.3,No,Irradiation Pending,13-05-20,6.3,No,13-05-20,14.18,port opn. Delay,16-05-20,5.5,Vessel FCL opening delays,3,
13-05-20,11.1,Medical,LANKA FEIGHTERS,13-05-20,12.26,13-05-20,12.3,Yes,13-05-20,12.3,Yes,Early Arrival,13-05-20,17.3,13-05-20,21.3,No,Early Arrival,13-05-20,18,No,13-05-20,11.1,cargo delays,16-05-20,5.55,Vessel FCL opening delays,3,
13-05-20,9.2,Industrial,IWS HOLDINGS,13-05-20,9.4,13-05-20,10,Yes,13-05-20,15.15,No,Early Arrival,2/5/2020,10.45,5/5/2020,9.15,No,Irradiation Pending,5/5/2020,18.3,No,4/5/2020,19.51,cargo ready delay,15-05-20,13.07,Vessel FCL opening delays,2,
13-05-20,10.48,Industrial,LANKA FEIGHTERS,13-05-20,10.5,13-05-20,10.5,Yes,13-05-20,11.05,Yes,Early Arrival,2/5/2020,14.45,2/5/2020,10.15,No,Carton Missing at WH,3/5/2020,19.3,No,3/5/2020,20.19,Load qty and cusdec Issues,15-05-20,22.26,Vessel FCL opening delays,2,
13-05-20,10.15,Medical,LANKA FEIGHTERS,13-05-20,10.3,13-05-20,10.3,Yes,13-05-20,10.3,Yes,Damage Carton,13-05-20,10.15,13-05-20,13.3,Yes,Finish Goods in IR WH,13-05-20,12,No,13-05-20,12.26,Pick slip issue,15-05-20,19.38,Vessel issue,2,
13-05-20,10.4,Medical,LANKA FEIGHTERS,13-05-20,10.45,13-05-20,11,Yes,13-05-20,10.5,Yes,Finish Goods in IR WH,13-05-20,11,13-05-20,11.3,Yes,Lunch Break,13-05-20,13.4,No,13-05-20,14.57,port opn. Delay,15-05-20,20.1,Vessel FCL opening delays,2,
13-05-20,13.1,Medical,LANKA FEIGHTERS,13-05-20,13.2,13-05-20,13.3,Yes,13-05-20,13.3,Yes,Carton Missing at WH,13-05-20,18.3,14-05-20,22.3,No,Damage Carton,14-05-20,6.3,No,14-05-20,14.18,Order Number Variance,17-05-20,5.5,Vessel FCL opening delays,4,
14-05-20,14.09,Medical,LANKA FEIGHTERS,14-05-20,14.16,14-05-20,14.2,Yes,14-05-20,15,Yes,Finish Goods in IR WH,14-05-20,10.3,14-05-20,12.3,No,Early Arrival,14-05-20,12.5,No,14-05-20,13.12,EARLY BOOKING,18-05-20,20.4,Vessel issue,4,59
14-05-20,10.15,Industrial,IWS HOLDINGS,14-05-20,10.3,14-05-20,10.3,Yes,14-05-20,10.3,Yes,Damage Carton,14-05-20,10.15,14-05-20,13.3,Yes,Finish Goods in IR WH,14-05-20,12,No,14-05-20,12.26,Load qty and cusdec Issues,17-05-20,19.38,Vessel issue,3,202.12
14-05-20,10.4,Medical,LANKA FEIGHTERS,14-05-20,10.45,14-05-20,11,Yes,14-05-20,10.5,Yes,Finish Goods in IR WH,14-05-20,11,14-05-20,11.3,Yes,Lunch Break,14-05-20,13.4,No,14-05-20,14.57,port opn. Delay,17-05-20,20.1,Vessel FCL opening delays,3,59.8
14-05-20,13.1,Medical,IWS HOLDINGS,14-05-20,13.2,14-05-20,13.3,Yes,14-05-20,13.3,Yes,Carton Missing at WH,14-05-20,18.3,14-05-20,22.3,No,Damage Carton,14-05-20,6.3,No,14-05-20,14.18,Load qty and cusdec Issues,15-05-20,5.5,Vessel FCL opening delays,1,188.9
14-05-20,9.23,Medical,LANKA FEIGHTERS,14-05-20,9.35,14-05-20,10,Yes,14-05-20,10.25,Yes,Carton Missing at WH,14-05-20,11,14-05-20,16,No,Early Arrival,14-05-20,15.4,No,14-05-20,15.37,port opn delay,15-05-20,6.4,Vessel FCL opening delays,1,137.93
14-05-20,10.4,Industrial,LANKA FEIGHTERS,14-05-20,10.45,14-05-20,11,Yes,14-05-20,10.5,Yes,Finish Goods in IR WH,14-05-20,11,14-05-20,11.3,Yes,Finish Goods in IR WH,14-05-20,13.4,Yes,14-05-20,14.57,cargo delays,15-05-20,20.1,Vessel FCL opening delays,1,105.7
14-05-20,13.1,Industrial,LANKA FEIGHTERS,14-05-20,13.2,14-05-20,13.3,Yes,14-05-20,13.3,Yes,Carton Missing at WH,14-05-20,18.3,14-05-20,22.3,No,Irradiation Pending,14-05-20,6.3,No,14-05-20,14.18,port opn. Delay,18-05-20,5.5,Vessel delays / omitted,4,105.28
14-05-20,11.1,Medical,LANKA FEIGHTERS,14-05-20,12.26,14-05-20,12.3,Yes,14-05-20,12.3,Yes,Early Arrival,14-05-20,17.3,14-05-20,21.3,No,Early Arrival,14-05-20,18,No,14-05-20,11.1,cargo delays,18-05-20,5.55,Vessel delays / omitted,4,58.42
14-05-20,9.2,Medical,IWS HOLDINGS,14-05-20,9.4,14-05-20,10,Yes,14-05-20,15.15,No,Early Arrival,2/5/2020,10.45,14-05-20,9.15,No,Irradiation Pending,5/5/2020,18.3,No,14-05-20,19.51,cargo ready delay,18-05-20,13.07,Vessel FCL opening delays,4,
14-05-20,10.48,Medical,LANKA FEIGHTERS,14-05-20,10.5,14-05-20,10.5,Yes,14-05-20,11.05,Yes,Early Arrival,2/5/2020,14.45,14-05-20,10.15,No,Carton Missing at WH,3/5/2020,19.3,No,14-05-20,20.19,Load qty and cusdec Issues,17-05-20,22.26,Vessel delays / omitted,3,
15-05-20,12.09,Industrial,LANKA FEIGHTERS,15-05-20,12.15,15-05-20,12.2,Yes,15-05-20,13,Yes,Carton Missing at WH,16-05-20,8.3,16-05-20,13.3,No,Early Arrival,19-05-20,14,No,19-05-20,14.12,Pick slip issue,19-05-20,21.4,Vessel issue,4,105.31
15-05-20,10.2,Industrial,IWS HOLDINGS,15-05-20,10.35,15-05-20,11,Yes,15-05-20,11.25,Yes,Early Arrival,15-05-20,12,15-05-20,17,No,Finish Goods in IR WH,18-05-20,13.45,No,21-05-20,16.17,port opn delay,23-05-20,11.45,Vessel FCL opening delays,8,193.25
15-05-20,11.4,Medical,LANKA FEIGHTERS,15-05-20,11.45,15-05-20,12,Yes,15-05-20,11.5,Yes,Carton Missing at WH,15-05-20,12,15-05-20,12.3,Yes,Damage Carton,20-05-20,15,Yes,21-05-20,15.57,Load qty and cusdec Issues,24-05-20,21.1,Vessel FCL opening delays,9,225.7
15-05-20,14.1,Medical,LANKA FEIGHTERS,15-05-20,14.2,15-05-20,14.3,Yes,15-05-20,14.3,Yes,Early Arrival,15-05-20,19.3,15-05-20,23.3,No,Early Arrival,18-05-20,19,No,19-05-20,15.18,cargo delays,24-05-20,6.5,Vessel FCL opening delays,9,203.9
15-05-20,13.1,Industrial,IWS HOLDINGS,15-05-20,13.2,15-05-20,13.3,Yes,15-05-20,13.3,Yes,Damage Carton,15-05-20,18.3,15-05-20,22.3,No,Finish Goods in IR WH,18-05-20,19,No,21-05-20,14.18,port opn. delay,24-05-20,7.45,Vessel FCL opening delays,9,
15-05-20,15.09,Industrial,LANKA FEIGHTERS,15-05-20,15.15,15-05-20,15.2,Yes,15-05-20,16,Yes,Finish Goods in IR WH,16-05-20,11.3,16-05-20,13.3,No,Bad Condition of container,19-05-20,13.5,Yes,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,4,
15-05-20,10.2,Industrial,IWS HOLDINGS,15-05-20,10.35,15-05-20,11,Yes,15-05-20,11.25,Yes,Carton Missing at WH,15-05-20,12,15-05-20,17,No,Irradiation Pending,18-05-20,16.4,No,21-05-20,16.17,Load qty and cusdec Issues,23-05-20,7.4,Vessel FCL opening delays,8,
15-05-20,11.4,Medical,LANKA FEIGHTERS,15-05-20,11.45,15-05-20,12,Yes,15-05-20,11.5,Yes,Finish Goods in IR WH,15-05-20,12,15-05-20,12.3,Yes,Lunch Break,20-05-20,14.4,No,21-05-20,15.57,port opn. delay,22-05-20,21.1,Vessel FCL opening delays,7,
15-05-20,14.1,Medical,LANKA FEIGHTERS,15-05-20,14.2,15-05-20,14.3,Yes,15-05-20,14.3,Yes,Carton Missing at WH,15-05-20,19.3,15-05-20,23.3,No,Damage Carton,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,24-05-20,6.5,Vessel FCL opening delays,9,
15-05-20,13.1,Industrial,IWS HOLDINGS,15-05-20,13.2,15-05-20,13.3,Yes,15-05-20,13.3,Yes,Early Arrival,15-05-20,18.3,15-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,Load qty and cusdec Issues,23-05-20,6.55,Vessel FCL opening delays,8,
15-05-20,12.09,Industrial,LANKA FEIGHTERS,15-05-20,12.15,15-05-20,12.2,Yes,15-05-20,13,Yes,Carton Missing at WH,16-05-20,8.3,16-05-20,13.3,No,Early Arrival,19-05-20,14,Yes,19-05-20,14.12,Pick slip issue,19-05-20,21.4,Vessel issue,4,105.31
15-05-20,10.2,Industrial,IWS HOLDINGS,15-05-20,10.35,15-05-20,11,Yes,15-05-20,11.25,Yes,Early Arrival,15-05-20,12,15-05-20,17,No,Early Arrival,18-05-20,13.5,Yes,21-05-20,16.17,port opn delay,23-05-20,11.45,Vessel FCL opening delays,8,193.25
15-05-20,11.4,Medical,LANKA FEIGHTERS,15-05-20,11.45,15-05-20,12,Yes,15-05-20,11.5,Yes,Carton Missing at WH,15-05-20,12,15-05-20,12.3,Yes,Lunch Break,20-05-20,15,No,21-05-20,15.57,port opn. Delay,23-05-20,21.1,Vessel FCL opening delays,8,225.7
15-05-20,14.1,Medical,LANKA FEIGHTERS,15-05-20,14.2,15-05-20,14.3,Yes,15-05-20,14.3,Yes,Early Arrival,15-05-20,19.3,15-05-20,23.3,No,Irradiation Pending,18-05-20,19,No,19-05-20,15.18,EARLY BOOKING,24-05-20,6.5,Vessel FCL opening delays,9,203.9
15-05-20,13.1,Industrial,IWS HOLDINGS,15-05-20,13.2,15-05-20,13.3,Yes,15-05-20,13.3,Yes,Damage Carton,15-05-20,18.3,15-05-20,22.3,No,Finish Goods in IR WH,18-05-20,9.3,Yes,21-05-20,14.18,Pick slip issue,24-05-20,7.45,Vessel FCL opening delays,9,
15-05-20,15.09,Industrial,LANKA FEIGHTERS,15-05-20,15.15,15-05-20,15.2,Yes,15-05-20,16,Yes,Finish Goods in IR WH,16-05-20,11.3,16-05-20,13.3,No,Early Arrival,19-05-20,13.5,No,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,4,
15-05-20,10.2,Industrial,IWS HOLDINGS,15-05-20,10.35,15-05-20,11,Yes,15-05-20,11.25,Yes,Carton Missing at WH,15-05-20,12,15-05-20,17,No,Early Arrival,18-05-20,16.4,No,21-05-20,16.17,port opn delay,23-05-20,7.4,Vessel FCL opening delays,8,
15-05-20,11.4,Medical,LANKA FEIGHTERS,15-05-20,11.45,15-05-20,12,Yes,15-05-20,11.5,Yes,Finish Goods in IR WH,15-05-20,12,15-05-20,12.3,Yes,Finish Goods in IR WH,20-05-20,14.4,Yes,21-05-20,15.57,cargo delays,22-05-20,21.1,Vessel FCL opening delays,7,
15-05-20,14.1,Medical,LANKA FEIGHTERS,15-05-20,14.2,15-05-20,14.3,Yes,15-05-20,14.3,Yes,Carton Missing at WH,15-05-20,19.3,15-05-20,23.3,No,Irradiation Pending,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,23-05-20,6.5,Vessel FCL opening delays,8,
15-05-20,12.1,Industrial,IWS HOLDINGS,15-05-20,13.2,15-05-20,13.3,Yes,15-05-20,13.3,Yes,Early Arrival,15-05-20,18.3,15-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,Pick slip issue,22-05-20,6.55,Vessel FCL opening delays,7,
16-05-20,12.09,Industrial,LANKA FEIGHTERS,16-05-20,12.15,16-05-20,12.2,Yes,16-05-20,13,Yes,Carton Missing at WH,16-05-20,8.3,16-05-20,13.3,No,Early Arrival,19-05-20,14,No,19-05-20,14.12,Pick slip issue,19-05-20,21.4,Vessel issue,3,105.31
16-05-20,10.2,Industrial,IWS HOLDINGS,16-05-20,10.35,16-05-20,11,Yes,16-05-20,11.25,Yes,Early Arrival,16-05-20,12,16-05-20,17,No,Finish Goods in IR WH,18-05-20,13.45,No,21-05-20,16.17,port opn delay,23-05-20,11.45,Vessel FCL opening delays,7,193.25
16-05-20,11.4,Medical,LANKA FEIGHTERS,16-05-20,11.45,16-05-20,12,Yes,16-05-20,11.5,Yes,Carton Missing at WH,16-05-20,12,16-05-20,12.3,Yes,Damage Carton,20-05-20,15,Yes,21-05-20,15.57,Load qty and cusdec Issues,24-05-20,21.1,Vessel FCL opening delays,8,225.7
16-05-20,14.1,Medical,LANKA FEIGHTERS,16-05-20,14.2,16-05-20,14.3,Yes,16-05-20,14.3,Yes,Early Arrival,16-05-20,19.3,16-05-20,23.3,No,Early Arrival,18-05-20,19,No,19-05-20,15.18,cargo delays,24-05-20,6.5,Vessel FCL opening delays,8,203.9
16-05-20,13.1,Industrial,IWS HOLDINGS,16-05-20,13.2,16-05-20,13.3,Yes,16-05-20,13.3,Yes,Damage Carton,16-05-20,18.3,16-05-20,22.3,No,Finish Goods in IR WH,18-05-20,19,No,21-05-20,14.18,port opn. delay,24-05-20,7.45,Vessel FCL opening delays,8,
16-05-20,15.09,Industrial,LANKA FEIGHTERS,16-05-20,15.15,16-05-20,15.2,Yes,16-05-20,16,Yes,Finish Goods in IR WH,16-05-20,11.3,16-05-20,13.3,No,Bad Condition of container,19-05-20,13.5,Yes,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,3,
16-05-20,10.2,Industrial,IWS HOLDINGS,16-05-20,10.35,16-05-20,11,Yes,16-05-20,11.25,Yes,Carton Missing at WH,16-05-20,12,16-05-20,17,No,Irradiation Pending,18-05-20,16.4,No,21-05-20,16.17,Load qty and cusdec Issues,23-05-20,7.4,Vessel FCL opening delays,7,
16-05-20,11.4,Medical,LANKA FEIGHTERS,16-05-20,11.45,16-05-20,12,Yes,16-05-20,11.5,Yes,Finish Goods in IR WH,16-05-20,12,16-05-20,12.3,Yes,Lunch Break,20-05-20,14.4,No,21-05-20,15.57,port opn. delay,22-05-20,21.1,Vessel FCL opening delays,6,
16-05-20,14.1,Medical,LANKA FEIGHTERS,16-05-20,14.2,16-05-20,14.3,Yes,16-05-20,14.3,Yes,Carton Missing at WH,16-05-20,19.3,16-05-20,23.3,No,Damage Carton,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,24-05-20,6.5,Vessel FCL opening delays,8,
16-05-20,13.1,Industrial,IWS HOLDINGS,16-05-20,13.2,16-05-20,13.3,Yes,16-05-20,13.3,Yes,Early Arrival,16-05-20,18.3,16-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,Load qty and cusdec Issues,23-05-20,6.55,Vessel FCL opening delays,7,
16-05-20,12.09,Industrial,LANKA FEIGHTERS,16-05-20,12.15,16-05-20,12.2,Yes,16-05-20,13,Yes,Carton Missing at WH,16-05-20,8.3,16-05-20,13.3,No,Early Arrival,19-05-20,14,Yes,19-05-20,14.12,Pick slip issue,19-05-20,21.4,Vessel issue,3,105.31
16-05-20,10.2,Industrial,IWS HOLDINGS,16-05-20,10.35,16-05-20,11,Yes,16-05-20,11.25,Yes,Early Arrival,16-05-20,12,16-05-20,17,No,Early Arrival,18-05-20,13.5,Yes,21-05-20,16.17,port opn delay,23-05-20,11.45,Vessel FCL opening delays,7,193.25
16-05-20,11.4,Medical,LANKA FEIGHTERS,16-05-20,11.45,16-05-20,12,Yes,16-05-20,11.5,Yes,Carton Missing at WH,16-05-20,12,16-05-20,12.3,Yes,Lunch Break,20-05-20,15,No,21-05-20,15.57,port opn. Delay,23-05-20,21.1,Vessel FCL opening delays,7,225.7
16-05-20,14.1,Medical,LANKA FEIGHTERS,16-05-20,14.2,16-05-20,14.3,Yes,16-05-20,14.3,Yes,Early Arrival,16-05-20,19.3,16-05-20,23.3,No,Irradiation Pending,18-05-20,19,No,19-05-20,15.18,EARLY BOOKING,24-05-20,6.5,Vessel FCL opening delays,8,203.9
16-05-20,13.1,Industrial,IWS HOLDINGS,16-05-20,13.2,16-05-20,13.3,Yes,16-05-20,13.3,Yes,Damage Carton,16-05-20,18.3,16-05-20,22.3,No,Finish Goods in IR WH,18-05-20,9.3,Yes,21-05-20,14.18,Pick slip issue,24-05-20,7.45,Vessel FCL opening delays,8,
16-05-20,15.09,Industrial,LANKA FEIGHTERS,16-05-20,15.15,16-05-20,15.2,Yes,16-05-20,16,Yes,Finish Goods in IR WH,16-05-20,11.3,16-05-20,13.3,No,Early Arrival,19-05-20,13.5,No,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,3,
16-05-20,10.2,Industrial,IWS HOLDINGS,16-05-20,10.35,16-05-20,11,Yes,16-05-20,11.25,Yes,Carton Missing at WH,16-05-20,12,16-05-20,17,No,Early Arrival,18-05-20,16.4,No,21-05-20,16.17,port opn delay,23-05-20,7.4,Vessel FCL opening delays,7,
16-05-20,11.4,Medical,LANKA FEIGHTERS,16-05-20,11.45,16-05-20,12,Yes,16-05-20,11.5,Yes,Finish Goods in IR WH,16-05-20,12,16-05-20,12.3,Yes,Finish Goods in IR WH,20-05-20,14.4,Yes,21-05-20,15.57,cargo delays,22-05-20,21.1,Vessel FCL opening delays,6,
16-05-20,14.1,Medical,LANKA FEIGHTERS,16-05-20,14.2,16-05-20,14.3,Yes,16-05-20,14.3,Yes,Carton Missing at WH,16-05-20,19.3,16-05-20,23.3,No,Irradiation Pending,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,23-05-20,6.5,Vessel FCL opening delays,7,
16-05-20,12.1,Industrial,IWS HOLDINGS,16-05-20,13.2,16-05-20,13.3,Yes,16-05-20,13.3,Yes,Early Arrival,16-05-20,18.3,16-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,Pick slip issue,22-05-20,6.55,Vessel FCL opening delays,6,
17-05-20,10.15,Medical,LANKA FEIGHTERS,17-05-20,10.3,17-05-20,10.3,Yes,17-05-20,11.2,Yes,Finish Goods in IR WH,17-05-20,13.18,17-05-20,15.49,No,Lunch Break,18-05-20,19,No,21-05-20,15.15,port opn delay,25-05-20,3.05,Vessel FCL opening delays,8,184.9
17-05-20,10.15,Medical,IWS HOLDINGS,17-05-20,10.3,17-05-20,10.4,Yes,17-05-20,13.15,No,Carton Missing at WH,17-05-20,16.35,17-05-20,17,Yes,Lunch Break,20-05-20,19,No,21-05-20,15.42,port opn delay,24-05-20,17.5,Vessel FCL opening delays,7,175.35
17-05-20,11.05,Industrial,LANKA FEIGHTERS,17-05-20,11.2,17-05-20,11.3,Yes,17-05-20,11.35,Yes,Damage Carton,17-05-20,13,17-05-20,15.45,No,Early Arrival,18-05-20,19,No,21-05-20,15.12,port opn delay,24-05-20,19.45,Vessel FCL opening delays,7,176.4
17-05-20,14.25,Medical,IWS HOLDINGS,17-05-20,14.35,17-05-20,15,Yes,17-05-20,16.15,No,Early Arrival,17-05-20,16.3,17-05-20,18.3,Yes,Early Arrival,18-05-20,18.15,No,18-05-20,20.41,EARLY BOOKING,18-05-20,22.1,Vessel FCL opening delays,1,31.85
17-05-20,14.29,Industrial,LANKA FEIGHTERS,17-05-20,14.4,17-05-20,14.45,Yes,17-05-20,14.5,Yes,Finish Goods in IR WH,17-05-20,18,18-05-20,19,No,Finish Goods in IR WH,19-05-20,18.3,No,19-05-20,19.01,cargo ready delay,19-05-20,21.45,Vessel FCL opening delays,2,55.16
17-05-20,15.09,Industrial,LANKA FEIGHTERS,17-05-20,15.15,17-05-20,15.2,Yes,17-05-20,16,Yes,Finish Goods in IR WH,17-05-20,11.3,17-05-20,13.3,No,Bad Condition of container,19-05-20,13.5,Yes,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,2,
17-05-20,10.2,Industrial,IWS HOLDINGS,17-05-20,10.35,17-05-20,11,Yes,17-05-20,11.25,Yes,Carton Missing at WH,17-05-20,12,17-05-20,17,No,Irradiation Pending,18-05-20,16.4,No,21-05-20,16.17,Load qty and cusdec Issues,23-05-20,7.4,Vessel FCL opening delays,6,
17-05-20,11.4,Medical,LANKA FEIGHTERS,17-05-20,11.45,17-05-20,12,Yes,17-05-20,11.5,Yes,Finish Goods in IR WH,17-05-20,12,17-05-20,12.3,Yes,Lunch Break,20-05-20,14.4,No,21-05-20,15.57,port opn. delay,22-05-20,21.1,Vessel FCL opening delays,5,
17-05-20,14.1,Medical,LANKA FEIGHTERS,17-05-20,14.2,17-05-20,14.3,Yes,17-05-20,14.3,Yes,Carton Missing at WH,17-05-20,19.3,17-05-20,23.3,No,Damage Carton,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,24-05-20,6.5,Vessel FCL opening delays,7,
17-05-20,13.1,Industrial,IWS HOLDINGS,17-05-20,13.2,17-05-20,13.3,Yes,17-05-20,13.3,Yes,Early Arrival,17-05-20,18.3,17-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,Load qty and cusdec Issues,23-05-20,6.55,Vessel FCL opening delays,6,
17-05-20,12.09,Industrial,LANKA FEIGHTERS,17-05-20,12.15,17-05-20,12.2,Yes,17-05-20,13,Yes,Carton Missing at WH,17-05-20,8.3,17-05-20,13.3,No,Early Arrival,19-05-20,14,Yes,19-05-20,14.12,Pick slip issue,19-05-20,21.4,Vessel issue,2,
17-05-20,10.2,Industrial,IWS HOLDINGS,17-05-20,10.35,17-05-20,11,Yes,17-05-20,11.25,Yes,Early Arrival,17-05-20,12,17-05-20,17,No,Early Arrival,18-05-20,13.5,Yes,21-05-20,16.17,port opn delay,23-05-20,11.45,Vessel FCL opening delays,6,
17-05-20,11.4,Medical,LANKA FEIGHTERS,17-05-20,11.45,17-05-20,12,Yes,17-05-20,11.5,Yes,Carton Missing at WH,17-05-20,12,17-05-20,12.3,Yes,Lunch Break,20-05-20,15,No,21-05-20,15.57,port opn. Delay,23-05-20,21.1,Vessel FCL opening delays,6,
17-05-20,14.1,Medical,LANKA FEIGHTERS,17-05-20,14.2,17-05-20,14.3,Yes,17-05-20,14.3,Yes,Early Arrival,17-05-20,19.3,17-05-20,23.3,No,Irradiation Pending,18-05-20,18,No,19-05-20,15.18,EARLY BOOKING,25-05-20,6.5,Vessel FCL opening delays,8,
17-05-20,13.1,Industrial,IWS HOLDINGS,17-05-20,13.2,17-05-20,13.3,Yes,17-05-20,13.3,Yes,Damage Carton,17-05-20,18.3,17-05-20,22.3,No,Finish Goods in IR WH,18-05-20,9.3,Yes,21-05-20,14.18,Pick slip issue,26-05-20,7.45,Vessel FCL opening delays,9,
17-05-20,15.09,Industrial,LANKA FEIGHTERS,17-05-20,15.15,17-05-20,15.2,Yes,17-05-20,16,Yes,Finish Goods in IR WH,17-05-20,11.3,17-05-20,13.3,No,Early Arrival,19-05-20,13.5,No,19-05-20,14.12,EARLY BOOKING,19-05-20,21.4,Vessel issue,2,
17-05-20,10.2,Industrial,IWS HOLDINGS,17-05-20,10.35,17-05-20,11,Yes,17-05-20,11.25,Yes,Carton Missing at WH,17-05-20,12,17-05-20,17,No,Early Arrival,18-05-20,16.4,No,21-05-20,16.17,port opn delay,23-05-20,7.4,Vessel FCL opening delays,6,
17-05-20,11.4,Medical,LANKA FEIGHTERS,17-05-20,11.45,17-05-20,12,Yes,17-05-20,11.5,Yes,Finish Goods in IR WH,17-05-20,12,17-05-20,12.3,Yes,Finish Goods in IR WH,20-05-20,14.4,Yes,21-05-20,15.57,cargo delays,22-05-20,21.1,Vessel FCL opening delays,5,
17-05-20,14.1,Medical,LANKA FEIGHTERS,17-05-20,14.2,17-05-20,14.3,Yes,17-05-20,14.3,Yes,Carton Missing at WH,17-05-20,19.3,17-05-20,23.3,No,Irradiation Pending,18-05-20,7.3,No,20-05-20,15.18,port opn. Delay,23-05-20,6.5,Vessel FCL opening delays,6,
17-05-20,12.1,Industrial,IWS HOLDINGS,17-05-20,13.2,17-05-20,13.3,Yes,17-05-20,13.3,Yes,Early Arrival,17-05-20,18.3,17-05-20,22.3,No,Early Arrival,18-05-20,19,No,21-05-20,12.1,cargo delays,22-05-20,6.55,Vessel FCL opening delays,5,
18-05-20,11.15,Industrial,LANKA FEIGHTERS,18-05-20,11.2,18-05-20,11.5,Yes,18-05-20,11.3,Yes,Damage Carton,18-05-20,11.3,18-05-20,12.3,Yes,Finish Goods in IR WH,19-05-20,18.3,No,19-05-20,19.15,port opn delay,21-05-20,6.48,Vessel FCL opening delays,3,63.33
18-05-20,10.4,Industrial,LANKA FEIGHTERS,18-05-20,10.5,18-05-20,11,Yes,18-05-20,13,No,Early Arrival,18-05-20,13.3,18-05-20,17.3,No,Lunch Break,21-05-20,19,No,21-05-20,20.27,port opn delay,22-05-20,3.48,Vessel FCL opening delays,4,89.08
